col_name,data_type,comment
VO_FIX_MOU_OFFNT_WK2,int,Voice to Fixed offnet Usage
VO_FIX_MOU_OFFNT_WK3,int,Voice to Fixed offnet Usage
VO_FIX_MOU_OFFNT_WK4,int,Voice to Fixed offnet Usage
VO_FIX_MOU_OFFNT_WKDAY_M1,int,Monthly Weekday Voice Fixed Offnet MOU
VO_FIX_MOU_OFFNT_WKEND_M1,int,Monthly Weekend Voice Fixed Offnet MOU
VO_FIX_MOU_ONNT_M1,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_MOU_ONNT_M3,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_MOU_ONNT_M6,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_MOU_ONNT_WK1,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_ONNT_WK2,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_ONNT_WK3,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_ONNT_WK4,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_ONNT_WKDAY_M1,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_ONNT_WKEND_M1,int,"Indicates Rounded Minutes of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_WK1,int,"Indicates Rounded Minutes of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_WK2,int,"Indicates Rounded Minutes of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_WK3,int,"Indicates Rounded Minutes of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_MOU_WK4,int,"Indicates Rounded Minutes of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_M1,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_REV_M3,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_REV_M6,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_REV_OFFNT_M1,"decimal(20,8)",Monthly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_M3,"decimal(20,8)",Monthly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_M6,"decimal(20,8)",Monthly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK1,"decimal(20,8)",Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK2,"decimal(20,8)",Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK3,"decimal(20,8)",Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK4,"decimal(20,8)",Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_ONNT_M1,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_REV_ONNT_M3,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_REV_ONNT_M6,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_FIX_REV_ONNT_WK1,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_ONNT_WK2,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_ONNT_WK3,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_ONNT_WK4,"decimal(20,8)","Indicates Total Revenue of Total to Fixed Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_WK1,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_WK2,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_WK3,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_WK4,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_WKDAY_M1,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_FIX_REV_WKEND_M1,"decimal(20,8)","Indicates Total Revenue of Total to Fixed events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_IDD_2ND_CNTRY,string,"Indicates Rank of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_2ND_CNTRY_CNT,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_2ND_CNTRY_MOU,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_2ND_CNTRY_REV,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY,string,"Indicates Rank of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY_CNT,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY_MOU,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY_REV,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_ACT_MOU_M1,"decimal(20,8)",Duration of actual Voice MOUS for a specific Month
VO_IDD_CNT_CHRG_M1,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_CHRG_M3,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_CHRG_M6,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_CHRG_WK1,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_CHRG_WK2,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_CHRG_WK3,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_CHRG_WK4,int,"Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_FREE_M1,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_FREE_M3,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_FREE_M6,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_FREE_WK1,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_FREE_WK2,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_FREE_WK3,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_FREE_WK4,int,"Indicates Number of Occurences of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_IB_M1,int,Monthly Voice International Inbound Count
VO_IDD_CNT_IB_M3,int,Monthly Voice International Inbound Count
VO_IDD_CNT_IB_M6,int,Monthly Voice International Inbound Count
VO_IDD_CNT_IB_WK1,int,Weekly Voice International Inbound Count
VO_IDD_CNT_IB_WK2,int,Weekly Voice International Inbound Count
VO_IDD_CNT_IB_WK3,int,Weekly Voice International Inbound Count
VO_IDD_CNT_IB_WK4,int,Weekly Voice International Inbound Count
VO_IDD_CNT_M1,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_M3,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_M6,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_CNT_WK1,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_WK2,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_WK3,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_CNT_WK4,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_INC_ACT_MOU_M1,"decimal(20,8)",Voice International Incoming Acutal Minutes of Usage
VO_IDD_LNGST_CALL_ACT_MOU_M1,"decimal(20,8)",Duration for the longest international Voice call for a specific month
VO_IDD_MOU_CHRG_M1,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_OB_ACT_MOU_M1

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_CHRG_M3,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_CHRG_M6,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_CHRG_WK1,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_CHRG_WK2,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_CHRG_WK3,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_CHRG_WK4,int,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_FREE_M1,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_FREE_M3,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_FREE_M6,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_FREE_WK1,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_FREE_WK2,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_FREE_WK3,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_FREE_WK4,int,"Indicates Total Minutes of Free International (IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_IB_M1,int,Monthly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_M3,int,Monthly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_M6,int,Monthly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK1,int,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK2,int,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK3,int,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK4,int,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_M1,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_M3,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_M6,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_MOU_WK1,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_WK2,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_WK3,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_MOU_WK4,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_OB_ACT_MOU_M1,"decimal(20,8)",Voice International Outbound Actual Minutes of Usage
VO_IDD_OB_REV_M1,"decimal(20,8)",Voice International Outbound Revenue
VO_IDD_REV_M1,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_REV_M3,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_REV_M6,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_IDD_REV_WK1,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_REV_WK2,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_REV_WK3,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_IDD_REV_WK4,"decimal(20,8)",Voice International Revenue Weekly
VO_IDD_TOP_CNTRY,string,"Indicates Rank of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOP_CNTRY_CNT,int,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOP_CNTRY_MOU,int,"Indicates Total Minutes of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOP_CNTRY_REV,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOT_REV,"decimal(20,8)","Indicates Total Revenue of International(IDD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_INC_MOB_UNQ_CLR_M1,int,Monthly Voice Incoming Mobile Unique Callers
VO_INC_MOB_UNQ_CLR_M3,int,Monthly Voice Incoming Mobile Unique Callers
VO_INC_MOB_UNQ_CLR_M6,int,Monthly Voice Incoming Mobile Unique Callers
VO_MOB_CNT_CHRG_M1,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_CHRG_M3,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_CHRG_M6,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
